cluster_id,is_centroid,path
34,True,/home/pedro/notes/300_MEDIA/BACKLOGS/Games Backlog.md
35,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Little Book of Common Sense Investing.md
36,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/How to Read a Book.md
37,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Masculine in Relationship.md
38,True,/home/pedro/notes/400_JOURNAL/410_DAILY_NOTES/2025/2025-11-13.md
39,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Lords Of Easy Money.md
40,True,/home/pedro/notes/400_JOURNAL/440_MISC/My old twitter Username.md
41,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Simple Path to Wealth.md
42,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Binding of Isaac Rebirth.md
43,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Death Howl.md
44,True,/home/pedro/notes/400_JOURNAL/410_DAILY_NOTES/2025/2025-11-23.md
45,True,/home/pedro/notes/200_NOTES/Weekly Grades.md
46,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Add A Zero.md
47,True,/home/pedro/notes/300_MEDIA/BACKLOGS/Books Backlog.md
48,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/AI Engineering Book.md
49,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Mythical Man-Month.md
50,True,/home/pedro/notes/200_NOTES/Personal Retreat.md
51,True,/home/pedro/notes/200_NOTES/Precision vs Recall Trade-off.md
52,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Art of Spending Money.md
53,True,/home/pedro/notes/200_NOTES/The soldiers minute.md
54,True,/home/pedro/notes/200_NOTES/Triggers List.md
55,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Goodbye Things.md
56,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/One Battle After Another.md
57,True,/home/pedro/notes/200_NOTES/Brag Document.md
58,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Designing Your Life.md
59,True,/home/pedro/notes/200_NOTES/Weight Tracker.md
60,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Make It Stick.md
